"","year","Scenario","sectors","value"
"903",2033,"Covid_LowOil","Agriculture, forestry and fishing",-0.864877
"904",2034,"Covid_LowOil","Agriculture, forestry and fishing",-0.851704
"905",2035,"Covid_LowOil","Agriculture, forestry and fishing",-0.840885
"906",2036,"Covid_LowOil","Agriculture, forestry and fishing",-0.829948
"907",2037,"Covid_LowOil","Agriculture, forestry and fishing",-0.817723
"908",2038,"Covid_LowOil","Agriculture, forestry and fishing",-0.804005
"909",2039,"Covid_LowOil","Agriculture, forestry and fishing",-0.789204
"910",2040,"Covid_LowOil","Agriculture, forestry and fishing",-0.774051
"911",2015,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",0
"912",2016,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",0
"913",2017,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",0
"914",2018,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",0
"915",2019,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",0
"916",2020,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",-1.872316
"917",2021,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",-1.57548
"918",2022,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",-0.540009
"919",2023,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",0.686163
"920",2024,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",1.85207
"921",2025,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",2.838957
"922",2026,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",3.607497
"923",2027,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",4.165575
"924",2028,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",4.544577
"925",2029,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",4.783498
"926",2030,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",4.9198
"927",2031,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",4.985151
"928",2032,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",5.004184
"929",2033,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",4.994847
"930",2034,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",4.969466
"931",2035,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",4.935973
"932",2036,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",4.899065
"933",2037,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",4.861195
"934",2038,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",4.823354
"935",2039,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",4.785661
"936",2040,"Covid_LowOil","Mining and quarrying, energy, water,
 waste management and remediation",4.747796
"937",2015,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",0
"938",2016,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",0
"939",2017,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",0
"940",2018,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",0
"941",2019,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",0
"942",2020,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",-0.942319
"943",2021,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",-1.162814
"944",2022,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",-0.98096
"945",2023,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",-0.640543
"946",2024,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",-0.253575
"947",2025,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",0.114515
"948",2026,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",0.428332
"949",2027,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",0.67361
"950",2028,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",0.850137
"951",2029,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",0.966133
"952",2030,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",1.033959
"953",2031,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",1.067005
"954",2032,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",1.077633
"955",2033,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",1.076037
"956",2034,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",1.069805
"957",2035,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",1.063972
"958",2036,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",1.061384
"959",2037,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",1.063182
"960",2038,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",1.069316
"961",2039,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",1.079002
"962",2040,"Covid_LowOil","Manufacture of food, beverages 
 and tobacco products",1.091097
"963",2015,"Covid_LowOil","Coking and refining",0
"964",2016,"Covid_LowOil","Coking and refining",0
"965",2017,"Covid_LowOil","Coking and refining",0
"966",2018,"Covid_LowOil","Coking and refining",0
"967",2019,"Covid_LowOil","Coking and refining",0
"968",2020,"Covid_LowOil","Coking and refining",-6.868509
"969",2021,"Covid_LowOil","Coking and refining",-7.833478
"970",2022,"Covid_LowOil","Coking and refining",-8.426148
"971",2023,"Covid_LowOil","Coking and refining",-8.807058
"972",2024,"Covid_LowOil","Coking and refining",-9.059329
"973",2025,"Covid_LowOil","Coking and refining",-9.240367
"974",2026,"Covid_LowOil","Coking and refining",-9.383161
"975",2027,"Covid_LowOil","Coking and refining",-9.502816
"976",2028,"Covid_LowOil","Coking and refining",-9.604536
"977",2029,"Covid_LowOil","Coking and refining",-9.689393
"978",2030,"Covid_LowOil","Coking and refining",-9.757522
"979",2031,"Covid_LowOil","Coking and refining",-9.809481
"980",2032,"Covid_LowOil","Coking and refining",-9.846613
"981",2033,"Covid_LowOil","Coking and refining",-9.870945
"982",2034,"Covid_LowOil","Coking and refining",-9.884933
"983",2035,"Covid_LowOil","Coking and refining",-9.891197
"984",2036,"Covid_LowOil","Coking and refining",-9.892304
"985",2037,"Covid_LowOil","Coking and refining",-9.89061
"986",2038,"Covid_LowOil","Coking and refining",-9.888151
"987",2039,"Covid_LowOil","Coking and refining",-9.886585
"988",2040,"Covid_LowOil","Coking and refining",-9.887173
"989",2015,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",0
"990",2016,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",0
"991",2017,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",0
"992",2018,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",0
"993",2019,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",0
"994",2020,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",-3.594351
"995",2021,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",-2.476188
"996",2022,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",-1.282735
"997",2023,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",-0.274486
"998",2024,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",0.543737
"999",2025,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",1.202461
"1000",2026,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",1.73107
"1001",2027,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",2.153711
"1002",2028,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",2.490065
"1003",2029,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",2.756375
"1004",2030,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",2.966156
"1005",2031,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",3.130642
"1006",2032,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",3.259087
"1007",2033,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",3.358981
"1008",2034,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",3.436252
"1009",2035,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",3.495471
"1010",2036,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",3.540066
"1011",2037,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",3.572556
"1012",2038,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",3.594763
"1013",2039,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",3.608018
"1014",2040,"Covid_LowOil","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",3.61333
"1015",2015,"Covid_LowOil","Transport equipment manufacturing",0
"1016",2016,"Covid_LowOil","Transport equipment manufacturing",0
"1017",2017,"Covid_LowOil","Transport equipment manufacturing",0
"1018",2018,"Covid_LowOil","Transport equipment manufacturing",0
"1019",2019,"Covid_LowOil","Transport equipment manufacturing",0
"1020",2020,"Covid_LowOil","Transport equipment manufacturing",-6.367965
"1021",2021,"Covid_LowOil","Transport equipment manufacturing",-3.76789
"1022",2022,"Covid_LowOil","Transport equipment manufacturing",-1.999097
"1023",2023,"Covid_LowOil","Transport equipment manufacturing",-0.816776
"1024",2024,"Covid_LowOil","Transport equipment manufacturing",0.011444
"1025",2025,"Covid_LowOil","Transport equipment manufacturing",0.626219
"1026",2026,"Covid_LowOil","Transport equipment manufacturing",1.105478
"1027",2027,"Covid_LowOil","Transport equipment manufacturing",1.492142
"1028",2028,"Covid_LowOil","Transport equipment manufacturing",1.810816
"1029",2029,"Covid_LowOil","Transport equipment manufacturing",2.076741
"1030",2030,"Covid_LowOil","Transport equipment manufacturing",2.300313
"1031",2031,"Covid_LowOil","Transport equipment manufacturing",2.489272
"1032",2032,"Covid_LowOil","Transport equipment manufacturing",2.649697
"1033",2033,"Covid_LowOil","Transport equipment manufacturing",2.78646
"1034",2034,"Covid_LowOil","Transport equipment manufacturing",2.903438
"1035",2035,"Covid_LowOil","Transport equipment manufacturing",3.003659
"1036",2036,"Covid_LowOil","Transport equipment manufacturing",3.089427
"1037",2037,"Covid_LowOil","Transport equipment manufacturing",3.16246
"1038",2038,"Covid_LowOil","Transport equipment manufacturing",3.224028
"1039",2039,"Covid_LowOil","Transport equipment manufacturing",3.275091
"1040",2040,"Covid_LowOil","Transport equipment manufacturing",3.316417
"1041",2015,"Covid_LowOil","Manufacture of other industrial products",0
"1042",2016,"Covid_LowOil","Manufacture of other industrial products",0
"1043",2017,"Covid_LowOil","Manufacture of other industrial products",0
"1044",2018,"Covid_LowOil","Manufacture of other industrial products",0
"1045",2019,"Covid_LowOil","Manufacture of other industrial products",0
"1046",2020,"Covid_LowOil","Manufacture of other industrial products",-3.442748
"1047",2021,"Covid_LowOil","Manufacture of other industrial products",-2.445522
"1048",2022,"Covid_LowOil","Manufacture of other industrial products",-1.45583
"1049",2023,"Covid_LowOil","Manufacture of other industrial products",-0.654746
"1050",2024,"Covid_LowOil","Manufacture of other industrial products",-0.022998
"1051",2025,"Covid_LowOil","Manufacture of other industrial products",0.476914
"1052",2026,"Covid_LowOil","Manufacture of other industrial products",0.874442
"1053",2027,"Covid_LowOil","Manufacture of other industrial products",1.190707
"1054",2028,"Covid_LowOil","Manufacture of other industrial products",1.441301
"1055",2029,"Covid_LowOil","Manufacture of other industrial products",1.638472
"1056",2030,"Covid_LowOil","Manufacture of other industrial products",1.79238
"1057",2031,"Covid_LowOil","Manufacture of other industrial products",1.911678
"1058",2032,"Covid_LowOil","Manufacture of other industrial products",2.003711
"1059",2033,"Covid_LowOil","Manufacture of other industrial products",2.074561
"1060",2034,"Covid_LowOil","Manufacture of other industrial products",2.129078
"1061",2035,"Covid_LowOil","Manufacture of other industrial products",2.170965
"1062",2036,"Covid_LowOil","Manufacture of other industrial products",2.202914
"1063",2037,"Covid_LowOil","Manufacture of other industrial products",2.226793
"1064",2038,"Covid_LowOil","Manufacture of other industrial products",2.243849
"1065",2039,"Covid_LowOil","Manufacture of other industrial products",2.254898
"1066",2040,"Covid_LowOil","Manufacture of other industrial products",2.260493
"1067",2015,"Covid_LowOil","Construction",0
"1068",2016,"Covid_LowOil","Construction",0
"1069",2017,"Covid_LowOil","Construction",0
"1070",2018,"Covid_LowOil","Construction",0
"1071",2019,"Covid_LowOil","Construction",0
"1072",2020,"Covid_LowOil","Construction",-8.019115
"1073",2021,"Covid_LowOil","Construction",-6.415684
"1074",2022,"Covid_LowOil","Construction",-4.531726
"1075",2023,"Covid_LowOil","Construction",-2.937367
"1076",2024,"Covid_LowOil","Construction",-1.763038
"1077",2025,"Covid_LowOil","Construction",-0.980491
"1078",2026,"Covid_LowOil","Construction",-0.512408
"1079",2027,"Covid_LowOil","Construction",-0.277303
"1080",2028,"Covid_LowOil","Construction",-0.206042
"1081",2029,"Covid_LowOil","Construction",-0.245595
"1082",2030,"Covid_LowOil","Construction",-0.357516
"1083",2031,"Covid_LowOil","Construction",-0.514813
"1084",2032,"Covid_LowOil","Construction",-0.698858
"1085",2033,"Covid_LowOil","Construction",-0.896901
"1086",2034,"Covid_LowOil","Construction",-1.100274
"1087",2035,"Covid_LowOil","Construction",-1.303146
"1088",2036,"Covid_LowOil","Construction",-1.501675
"1089",2037,"Covid_LowOil","Construction",-1.69341
"1090",2038,"Covid_LowOil","Construction",-1.876865
"1091",2039,"Covid_LowOil","Construction",-2.051202
"1092",2040,"Covid_LowOil","Construction",-2.215995
"1093",2015,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0
"1094",2016,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0
"1095",2017,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0
"1096",2018,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0
"1097",2019,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0
"1098",2020,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",-3.52723
"1099",2021,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",-2.54037
"1100",2022,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",-1.463528
"1101",2023,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",-0.601602
"1102",2024,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.023614
"1103",2025,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.449897
"1104",2026,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.723195
"1105",2027,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.884403
"1106",2028,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.966501
"1107",2029,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.994979
"1108",2030,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.989129
"1109",2031,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.963301
"1110",2032,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.927893
"1111",2033,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.890116
"1112",2034,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.854613
"1113",2035,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.824007
"1114",2036,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.799398
"1115",2037,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.780815
"1116",2038,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.767605
"1117",2039,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.758748
"1118",2040,"Covid_LowOil","Trade ; repair of motor vehicles and motorcycles",0.7531
"1119",2015,"Covid_LowOil","Transport and storage",0
"1120",2016,"Covid_LowOil","Transport and storage",0
"1121",2017,"Covid_LowOil","Transport and storage",0
"1122",2018,"Covid_LowOil","Transport and storage",0
"1123",2019,"Covid_LowOil","Transport and storage",0
"1124",2020,"Covid_LowOil","Transport and storage",-4.123493
"1125",2021,"Covid_LowOil","Transport and storage",-2.8515
"1126",2022,"Covid_LowOil","Transport and storage",-1.695988
"1127",2023,"Covid_LowOil","Transport and storage",-0.830237
"1128",2024,"Covid_LowOil","Transport and storage",-0.208862
"1129",2025,"Covid_LowOil","Transport and storage",0.230852
"1130",2026,"Covid_LowOil","Transport and storage",0.538455
"1131",2027,"Covid_LowOil","Transport and storage",0.749898
"1132",2028,"Covid_LowOil","Transport and storage",0.891288
"1133",2029,"Covid_LowOil","Transport and storage",0.982148
"1134",2030,"Covid_LowOil","Transport and storage",1.037527
"1135",2031,"Covid_LowOil","Transport and storage",1.06917
"1136",2032,"Covid_LowOil","Transport and storage",1.086112
"1137",2033,"Covid_LowOil","Transport and storage",1.09503
"1138",2034,"Covid_LowOil","Transport and storage",1.100534
"1139",2035,"Covid_LowOil","Transport and storage",1.10549
"1140",2036,"Covid_LowOil","Transport and storage",1.111376
"1141",2037,"Covid_LowOil","Transport and storage",1.118649
"1142",2038,"Covid_LowOil","Transport and storage",1.127089
"1143",2039,"Covid_LowOil","Transport and storage",1.136095
"1144",2040,"Covid_LowOil","Transport and storage",1.144919
"1145",2015,"Covid_LowOil","Accommodation and catering",0
"1146",2016,"Covid_LowOil","Accommodation and catering",0
"1147",2017,"Covid_LowOil","Accommodation and catering",0
"1148",2018,"Covid_LowOil","Accommodation and catering",0
"1149",2019,"Covid_LowOil","Accommodation and catering",0
"1150",2020,"Covid_LowOil","Accommodation and catering",-7.644669
"1151",2021,"Covid_LowOil","Accommodation and catering",-4.514316
"1152",2022,"Covid_LowOil","Accommodation and catering",-2.450711
"1153",2023,"Covid_LowOil","Accommodation and catering",-1.129445
"1154",2024,"Covid_LowOil","Accommodation and catering",-0.292356
"1155",2025,"Covid_LowOil","Accommodation and catering",0.226353
"1156",2026,"Covid_LowOil","Accommodation and catering",0.528121
"1157",2027,"Covid_LowOil","Accommodation and catering",0.677243
"1158",2028,"Covid_LowOil","Accommodation and catering",0.718452
"1159",2029,"Covid_LowOil","Accommodation and catering",0.686099
"1160",2030,"Covid_LowOil","Accommodation and catering",0.607974
"1161",2031,"Covid_LowOil","Accommodation and catering",0.506464
"1162",2032,"Covid_LowOil","Accommodation and catering",0.398795
"1163",2033,"Covid_LowOil","Accommodation and catering",0.297236
"1164",2034,"Covid_LowOil","Accommodation and catering",0.209573
"1165",2035,"Covid_LowOil","Accommodation and catering",0.139829
"1166",2036,"Covid_LowOil","Accommodation and catering",0.089125
"1167",2037,"Covid_LowOil","Accommodation and catering",0.056544
"1168",2038,"Covid_LowOil","Accommodation and catering",0.039898
"1169",2039,"Covid_LowOil","Accommodation and catering",0.036361
"1170",2040,"Covid_LowOil","Accommodation and catering",0.042938
"1171",2015,"Covid_LowOil","Information and communication",0
"1172",2016,"Covid_LowOil","Information and communication",0
"1173",2017,"Covid_LowOil","Information and communication",0
"1174",2018,"Covid_LowOil","Information and communication",0
"1175",2019,"Covid_LowOil","Information and communication",0
"1176",2020,"Covid_LowOil","Information and communication",-2.07816
"1177",2021,"Covid_LowOil","Information and communication",-1.850427
"1178",2022,"Covid_LowOil","Information and communication",-1.23914
"1179",2023,"Covid_LowOil","Information and communication",-0.611526
"1180",2024,"Covid_LowOil","Information and communication",-0.077627
"1181",2025,"Covid_LowOil","Information and communication",0.33637
"1182",2026,"Covid_LowOil","Information and communication",0.636151
"1183",2027,"Covid_LowOil","Information and communication",0.839105
"1184",2028,"Covid_LowOil","Information and communication",0.965436
"1185",2029,"Covid_LowOil","Information and communication",1.034397
"1186",2030,"Covid_LowOil","Information and communication",1.062869
"1187",2031,"Covid_LowOil","Information and communication",1.06492
"1188",2032,"Covid_LowOil","Information and communication",1.051726
"1189",2033,"Covid_LowOil","Information and communication",1.031682
"1190",2034,"Covid_LowOil","Information and communication",1.010639
"1191",2035,"Covid_LowOil","Information and communication",0.992256
"1192",2036,"Covid_LowOil","Information and communication",0.97842
"1193",2037,"Covid_LowOil","Information and communication",0.96969
"1194",2038,"Covid_LowOil","Information and communication",0.965721
"1195",2039,"Covid_LowOil","Information and communication",0.965636
"1196",2040,"Covid_LowOil","Information and communication",0.968318
"1197",2015,"Covid_LowOil","Financial and insurance activities",0
"1198",2016,"Covid_LowOil","Financial and insurance activities",0
"1199",2017,"Covid_LowOil","Financial and insurance activities",0
"1200",2018,"Covid_LowOil","Financial and insurance activities",0
"1201",2019,"Covid_LowOil","Financial and insurance activities",0
"1202",2020,"Covid_LowOil","Financial and insurance activities",-2.10126
"1203",2021,"Covid_LowOil","Financial and insurance activities",-1.80552
"1204",2022,"Covid_LowOil","Financial and insurance activities",-1.046959
"1205",2023,"Covid_LowOil","Financial and insurance activities",-0.292038
"1206",2024,"Covid_LowOil","Financial and insurance activities",0.328274
"1207",2025,"Covid_LowOil","Financial and insurance activities",0.789708
"1208",2026,"Covid_LowOil","Financial and insurance activities",1.106036
"1209",2027,"Covid_LowOil","Financial and insurance activities",1.303326
"1210",2028,"Covid_LowOil","Financial and insurance activities",1.409281
"1211",2029,"Covid_LowOil","Financial and insurance activities",1.449111
"1212",2030,"Covid_LowOil","Financial and insurance activities",1.44422
"1213",2031,"Covid_LowOil","Financial and insurance activities",1.411965
"1214",2032,"Covid_LowOil","Financial and insurance activities",1.365799
"1215",2033,"Covid_LowOil","Financial and insurance activities",1.315577
"1216",2034,"Covid_LowOil","Financial and insurance activities",1.267973
"1217",2035,"Covid_LowOil","Financial and insurance activities",1.226984
"1218",2036,"Covid_LowOil","Financial and insurance activities",1.194496
"1219",2037,"Covid_LowOil","Financial and insurance activities",1.17084
"1220",2038,"Covid_LowOil","Financial and insurance activities",1.155312
"1221",2039,"Covid_LowOil","Financial and insurance activities",1.146612
"1222",2040,"Covid_LowOil","Financial and insurance activities",1.143189
"1223",2015,"Covid_LowOil","Real estate activities",0
"1224",2016,"Covid_LowOil","Real estate activities",0
"1225",2017,"Covid_LowOil","Real estate activities",0
"1226",2018,"Covid_LowOil","Real estate activities",0
"1227",2019,"Covid_LowOil","Real estate activities",0
"1228",2020,"Covid_LowOil","Real estate activities",-1.534664
"1229",2021,"Covid_LowOil","Real estate activities",-1.61319
"1230",2022,"Covid_LowOil","Real estate activities",-1.321613
"1231",2023,"Covid_LowOil","Real estate activities",-0.914973
"1232",2024,"Covid_LowOil","Real estate activities",-0.524618
"1233",2025,"Covid_LowOil","Real estate activities",-0.205618
"1234",2026,"Covid_LowOil","Real estate activities",0.03104
"1235",2027,"Covid_LowOil","Real estate activities",0.194604
"1236",2028,"Covid_LowOil","Real estate activities",0.300394
"1237",2029,"Covid_LowOil","Real estate activities",0.363285
"1238",2030,"Covid_LowOil","Real estate activities",0.395632
"1239",2031,"Covid_LowOil","Real estate activities",0.407123
"1240",2032,"Covid_LowOil","Real estate activities",0.405186
"1241",2033,"Covid_LowOil","Real estate activities",0.39542
"1242",2034,"Covid_LowOil","Real estate activities",0.381898
"1243",2035,"Covid_LowOil","Real estate activities",0.367407
"1244",2036,"Covid_LowOil","Real estate activities",0.353662
"1245",2037,"Covid_LowOil","Real estate activities",0.341518
"1246",2038,"Covid_LowOil","Real estate activities",0.331199
"1247",2039,"Covid_LowOil","Real estate activities",0.322507
"1248",2040,"Covid_LowOil","Real estate activities",0.315013
"1249",2015,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",0
"1250",2016,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",0
"1251",2017,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",0
"1252",2018,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",0
"1253",2019,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",0
"1254",2020,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",-3.15618
"1255",2021,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",-2.285556
"1256",2022,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",-1.176893
"1257",2023,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",-0.244982
"1258",2024,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",0.448879
"1259",2025,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",0.92979
"1260",2026,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",1.241886
"1261",2027,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",1.428391
"1262",2028,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",1.525651
"1263",2029,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",1.562209
"1264",2030,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",1.559648
"1265",2031,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",1.533852
"1266",2032,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",1.496179
"1267",2033,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",1.454423
"1268",2034,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",1.4136
"1269",2035,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",1.3766
"1270",2036,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",1.344748
"1271",2037,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",1.31828
"1272",2038,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",1.296738
"1273",2039,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",1.279289
"1274",2040,"Covid_LowOil","Specialized, scientific and technical activities 
 and administrative and support service activities",1.264959
"1275",2015,"Covid_LowOil","Public administration, education,
 human health and social work",0
"1276",2016,"Covid_LowOil","Public administration, education,
 human health and social work",0
"1277",2017,"Covid_LowOil","Public administration, education,
 human health and social work",0
"1278",2018,"Covid_LowOil","Public administration, education,
 human health and social work",0
"1279",2019,"Covid_LowOil","Public administration, education,
 human health and social work",0
"1280",2020,"Covid_LowOil","Public administration, education,
 human health and social work",-0.394722
"1281",2021,"Covid_LowOil","Public administration, education,
 human health and social work",-0.368019
"1282",2022,"Covid_LowOil","Public administration, education,
 human health and social work",-0.288109
"1283",2023,"Covid_LowOil","Public administration, education,
 human health and social work",-0.186576
"1284",2024,"Covid_LowOil","Public administration, education,
 human health and social work",-0.084012
"1285",2025,"Covid_LowOil","Public administration, education,
 human health and social work",0.006702
"1286",2026,"Covid_LowOil","Public administration, education,
 human health and social work",0.079215
"1287",2027,"Covid_LowOil","Public administration, education,
 human health and social work",0.132005
"1288",2028,"Covid_LowOil","Public administration, education,
 human health and social work",0.166633
"1289",2029,"Covid_LowOil","Public administration, education,
 human health and social work",0.186304
"1290",2030,"Covid_LowOil","Public administration, education,
 human health and social work",0.194793
"1291",2031,"Covid_LowOil","Public administration, education,
 human health and social work",0.195745
"1292",2032,"Covid_LowOil","Public administration, education,
 human health and social work",0.192265
"1293",2033,"Covid_LowOil","Public administration, education,
 human health and social work",0.186748
"1294",2034,"Covid_LowOil","Public administration, education,
 human health and social work",0.180866
